CH,0,2019-11-25 16:20:00,2019-11-25 16:30:00
DE,0,2019-11-25 15:40:00,2019-11-25 15:50:00
DE,0,2019-11-25 15:55:00,2019-11-25 16:05:00
NL,0,2019-11-25 16:00:00,2019-11-25 16:10:00
NL,0,2019-11-25 16:15:00,2019-11-25 16:25:00
DE,0,2019-11-25 15:50:00,2019-11-25 16:00:00
DE,0,2019-11-25 16:00:00,2019-11-25 16:10:00
FR,0,2019-11-24 14:05:00,2019-11-24 14:15:00
CH,0,2019-11-25 16:15:00,2019-11-25 16:25:00
NL,0,2019-11-25 15:40:00,2019-11-25 15:50:00
CH,0,2019-11-25 16:25:00,2019-11-25 16:35:00
CH,0,2019-11-25 15:40:00,2019-11-25 15:50:00
AT,1,2019-11-25 15:50:00,2019-11-25 16:00:00
BE,1,2019-11-24 14:00:00,2019-11-24 14:10:00
